Identifiant marché;Nom court;Nom complet;Produit;Arrondissement;Localisation;Jours de tenue;LUNDI;MARDI;MERCREDI;JEUDI;VENDREDI;SAMEDI;DIMANCHE;Secteur;Gestionnaire;Linéaire commercial;Heure début en semaine;Heure fin en semaine;Heure début le samedi;Heure fin le samedi;Heure début le dimanche;Heure fin le dimanche;geo_shape;geo_point_2d
43;LECOURBE;MARCHÉ LECOURBE;Alimentaire;15;rue Lecourbe, coté pair, entre les rues Vasco-de-Gama et Leblanc;mercredi, samedi;0;0;1;0;0;1;0;B;Dadoun;245.0;07:00;13:30;07:00;14:30;;;"{""coordinates"": [[[2.283460464372259, 48.83685786123123], [2.2834252394513435, 48.83684364696193], [2.283426641240323, 48.836842369255], [2.2834218069777372, 48.83684091028967], [2.2834169182253827, 48.83683954992886], [2.283411973620698, 48.83683828816433], [2.283385126569119, 48.836847439441854], [2.283382812414151, 48.83684660265047], [2.2833804827915727, 48.83684580084192], [2.2833781269142737, 48.83684502585729], [2.2833153491293303, 48.83682421505637], [2.283146499281592, 48.83676917155755], [2.2830695844542426, 48.83674385727542], [2.2827918192172443, 48.83665266481267], [2.2826647781287868, 48.83661095089776], [2.2826292504432, 48.83659837053453], [2.2825944040822614, 48.83658499110568], [2.2825602811793955, 48.83657082005961], [2.2824001350676233, 48.836505259143], [2.2822339318679807, 48.836437139813185], [2.2822145282128394, 48.8364290378304], [2.281940222871646, 48.836316361863574], [2.281864977277678, 48.83628587641281], [2.2817368743732445, 48.83623314407142], [2.2817757526664324, 48.83635679509066], [2.2825025011616114, 48.836650288441106], [2.28250288213791, 48.83665042383373], [2.28250327811192, 48.836650558416984], [2.2825036590883236, 48.8366506938096], [2.2827261706100805, 48.83672833482492], [2.2827909764336902, 48.83675094695411], [2.2828115793346226, 48.836758447154104], [2.2829650525332035, 48.836810416628786], [2.283051675905592, 48.836838910895324], [2.283220051134874, 48.83689320699811], [2.2832598828199946, 48.836906697055134], [2.2833191348309954, 48.836926608069895], [2.283322974898972, 48.836927742704134], [2.283326719347619, 48.83692899458326], [2.2833303693042626, 48.83693038080218], [2.2833393513128235, 48.837001364631206], [2.2834009717424983, 48.836997662345325], [2.2834016810675544, 48.836997302348486], [2.283484092193561, 48.83695345691154], [2.2834874878699147, 48.83694975294552], [2.2834903941727895, 48.83694586977073], [2.283492768635711, 48.83694182422086], [2.2834946118793975, 48.83693767026211], [2.283495897896429, 48.83693341673247], [2.2834966096961584, 48.83692911029761], [2.283496750908348, 48.83692478425612], [2.283496333522114, 48.836920458466025], [2.2834962448019525, 48.836914721728384], [2.2834957593886993, 48.83690900150133], [2.2834948937291246, 48.836903290688355], [2.2834915447599236, 48.83688882938188], [2.2834909485554413, 48.83688561864339], [2.2834899578758505, 48.83688246130309], [2.2834885575999384, 48.836879367163476], [2.2834867624658277, 48.83687635430035], [2.283484600612479, 48.836873457058395], [2.2834820690433997, 48.83687069520594], [2.283479197618059, 48.83686807701613], [2.283475999588979, 48.836865629549564], [2.283472500592809, 48.836863370947285], [2.2834687291268434, 48.836861309474315], [2.2834647120540494, 48.83685947317213], [2.283460464372259, 48.83685786123123]]], ""type"": ""Polygon""}";48.83663592783856, 2.2826365759194904
21;COURS DE VINCENNES;MARCHÉ COURS DE VINCENNES;Alimentaire;12;terre-plein du cours de Vincennes, coté pair, entre le boulevard de Picpus et la rue du Docteur Arnold-Netter;mercredi, samedi;0;0;1;0;0;1;0;A;Bensidoun;950.0;07:00;13:30;07:00;14:30;;;"{""coordinates"": [[[2.406060228400088, 48.847221185124], [2.406048529935882, 48.84722057574355], [2.4060434985960844, 48.8472206047266], [2.40603514045724, 48.847221036292126], [2.4059645095117705, 48.84722742357564], [2.4056645236087584, 48.84725409787677], [2.4052423977163793, 48.847291510551955], [2.4049457492235544, 48.847317623158105], [2.4045723289742216, 48.84735083110252], [2.404203988616493, 48.84738329783009], [2.403699626526199, 48.84742774935747], [2.4036058242229683, 48.8474360145263], [2.4035493796585214, 48.84744096648339], [2.4033451007906903, 48.84745907176635], [2.403295876129513, 48.84746338959122], [2.403244554825479, 48.84746789839327], [2.4029162816477436, 48.84749675763812], [2.4025943029407295, 48.84752520852919], [2.4025048465812016, 48.847533056551185], [2.4023962614794194, 48.847542507839556], [2.4023382503680226, 48.84754774818778], [2.402058356438911, 48.84757250376896], [2.4016921114513776, 48.84760520347929], [2.4012793262858674, 48.84764179541296], [2.4008941976777245, 48.84767566357354], [2.4004763291627103, 48.847712318119584], [2.400324036825962, 48.84772563157054], [2.4001228750232637, 48.8477434861694], [2.399767226874837, 48.84777497762809], [2.3993327075791875, 48.84781338292703], [2.399263690016442, 48.84781962956354], [2.399251466318008, 48.84782225815375], [2.399244399798898, 48.84782517704872], [2.3992373230216293, 48.847829694943194], [2.3992323119258283, 48.84783469986758], [2.3992294160323393, 48.84783932419409], [2.399227780360581, 48.84784420846649], [2.399227457007381, 48.8478492072511], [2.3992288929436345, 48.84785762971702], [2.399237701183586, 48.84790611405157], [2.3992429358498897, 48.84793396364981], [2.3992443813090962, 48.847938605278706], [2.39924733095992, 48.84794338486691], [2.3992521533587046, 48.8479481297902], [2.3992596539443647, 48.847952714585624], [2.399267260073405, 48.84795559113806], [2.3992748937829136, 48.84795725729813], [2.399282134415605, 48.84795791330831], [2.399351534670211, 48.84795217491856], [2.399407094748434, 48.847947315830915], [2.399817078662438, 48.84791137012582], [2.4001470193731667, 48.84788233886989], [2.400507967342339, 48.84785062731534], [2.4007356148222874, 48.84783063476577], [2.4007599199874448, 48.84782849013239], [2.4009091205776074, 48.84781541156509], [2.401312015393513, 48.84777931192663], [2.4017189300344612, 48.847743766150394], [2.4020885682361324, 48.84771090254491], [2.40216268412131, 48.847704331706815], [2.4021869890760845, 48.84770219487703], [2.402409445549748, 48.84768260669682], [2.402463342586538, 48.84767786379444], [2.4029624094282274, 48.84763382543472], [2.403326650057352, 48.847601770170485], [2.4034434354993506, 48.84759127070941], [2.4036310954070204, 48.8475747219414], [2.4036752907120222, 48.84757073955185], [2.4037338337382184, 48.8475656864738], [2.4042461552216112, 48.84752051987768], [2.4046084472378144, 48.84748867764973], [2.40497106443954, 48.8474566003126], [2.405267768402062, 48.84743035211636], [2.4057118161473525, 48.84739109215068], [2.406062621578678, 48.84736033064596], [2.4060680122854587, 48.84735926019566], [2.406075279138554, 48.8473574957641], [2.406082342626287, 48.84735540115906], [2.4060908303062067, 48.847352333327876], [2.4060988805498007, 48.84734878846576], [2.4061064357997233, 48.84734479506649], [2.406113431675208, 48.847340382489186], [2.4061198187432526, 48.84733558376464], [2.406125548892658, 48.84733043552772], [2.4061305753438598, 48.8473249771178], [2.4061348635503577, 48.847319250633156], [2.4061377383634523, 48.847314506421874], [2.406140106298146, 48.84730963918105], [2.4061419520480816, 48.84730467671473], [2.406143271279566, 48.847299640585916], [2.406144052805198, 48.84729455592104], [2.406144294975358, 48.84728944789382], [2.406143997503365, 48.847284341684706], [2.406143160122928, 48.847279260675585], [2.4061417724663983, 48.847274158048634], [2.4061404765017445, 48.84726973848628], [2.4061382370660636, 48.847264405893405], [2.406135303686423, 48.84725922274605], [2.406131694999092, 48.84725422780881], [2.4061274419031204, 48.84724945990737], [2.4061215318652978, 48.84724408750917], [2.406114801960808, 48.84723915262373], [2.406107327880276, 48.84723470958775], [2.4060991908368705, 48.84723080647003], [2.4060919679523156, 48.847227997007394], [2.406084402264876, 48.847225613935024], [2.4060765494462766, 48.84722367461696], [2.4060684706392044, 48.84722219464567], [2.406060228400088, 48.847221185124]]], ""type"": ""Polygon""}";48.84758800081863, 2.4026828615415887
77;MAUBERT;MARCHÉ MAUBERT;Alimentaire;5;place Maubert;mardi, jeudi, samedi;0;1;0;1;0;1;0;B;Dadoun;243.0;07:00;13:30;07:00;14:30;;;"{""coordinates"": [[[2.348986173712248, 48.84987542380676], [2.348986077343937, 48.84987157493419], [2.3489854764195806, 48.849867752994996], [2.348940037725216, 48.8497787751886], [2.3488937540044303, 48.84968512959195], [2.3488832160695003, 48.8496647170955], [2.348850362220985, 48.84960107965994], [2.3488449241049847, 48.84959634102968], [2.348838831463158, 48.84959196217721], [2.3488321534653585, 48.84958796956028], [2.3488249441569597, 48.84958440034652], [2.34881725885595, 48.84958129890546], [2.348806929276396, 48.84957747797588], [2.3487626325423703, 48.84958712260721], [2.3488076883033364, 48.849675408607794], [2.3487568502265948, 48.84974110603696], [2.348496232220296, 48.849798750654216], [2.3484969693361766, 48.849801268370896], [2.3484936579545463, 48.84980224053148], [2.348494026324831, 48.84980286039567], [2.3484850597635143, 48.84980490257473], [2.3484840925170043, 48.84980465987746], [2.348459172104352, 48.84980986995164], [2.348459144005096, 48.84981037343852], [2.3484513507178275, 48.849811984017364], [2.3484509137630663, 48.849811290931676], [2.348446717678066, 48.849811849065766], [2.348445489999422, 48.84980954722107], [2.348178195104176, 48.84986959294208], [2.348087395757432, 48.84983824399745], [2.3480435811242826, 48.84974658561105], [2.348004246890103, 48.84977063592378], [2.3480019044541818, 48.84977574409811], [2.348000284285311, 48.84978096053376], [2.34799937163077, 48.84978626626383], [2.347999196006877, 48.84979158950064], [2.34799974263812, 48.8497969130759], [2.34800101083745, 48.84980218302441], [2.3480029875521833, 48.84980735340778], [2.348005673333754, 48.849812380160515], [2.348036673652301, 48.849875415943835], [2.3480483834309256, 48.849898211898456], [2.3480822461046578, 48.84996415199598], [2.3481343213994035, 48.85006653791617], [2.3481369804520433, 48.85007010846035], [2.3481401009067087, 48.850073507043035], [2.3481436448110973, 48.85007671726901], [2.3481476110389976, 48.85007972024563], [2.3481519441596173, 48.85008248059593], [2.3481566185072045, 48.85008498019293], [2.348161620567718, 48.85008720996936], [2.3481668811822307, 48.85008914256771], [2.348172371836206, 48.8500907697384], [2.3481780682261957, 48.8500920733619], [2.3481839144829633, 48.850093053133705], [2.3481898563244186, 48.85009369077103], [2.34819586501069, 48.85009399601024], [2.348201887622669, 48.850093950575804], [2.3482078831676025, 48.85009356323805], [2.348213810765431, 48.850092833774255], [2.34821961578535, 48.85009177177976], [2.348225255973477, 48.85009037792375], [2.348496134245167, 48.850024477916705], [2.348757611398422, 48.84996109558807], [2.348940261923498, 48.84991582491521], [2.348945725615458, 48.84991448402624], [2.3489509847294934, 48.84991282904759], [2.3489559994223805, 48.849910885843876], [2.348960741066906, 48.84990865515869], [2.3489651685584234, 48.84990615475558], [2.348969242154892, 48.84990340240538], [2.34897294778044, 48.84990043400589], [2.3489762308047384, 48.84989725915279], [2.3489790785145503, 48.84989391375121], [2.348981475808332, 48.849890406712525], [2.3489833963572524, 48.84988677296846], [2.348984826063072, 48.849883050215354], [2.348985751085563, 48.84987925546566], [2.348986173712248, 48.84987542380676]]], ""type"": ""Polygon""}";48.849886423692546, 2.3485175717202185
15;BASTILLE - CREA;MARCHÉ DE LA CRÉATION BASTILLE;Création artistique;11;terre-plein du boulevard Richard-Lenoir, entre les rues Amelot et Saint-Sabin;samedi;0;0;0;0;0;1;0;;EGS;472.0;;;10:00;19:00;;;"{""coordinates"": [[[[2.369747556971287, 48.85404220344504], [2.3697109680201187, 48.85396109874718], [2.369377882355346, 48.85416762369259], [2.3694394035449458, 48.854302309225396], [2.3695088289938293, 48.8544576656782], [2.36958952589205, 48.85463487182998], [2.3697855184243912, 48.855068030695726], [2.3698593254366633, 48.85523179454999], [2.369878414506489, 48.85527413667409], [2.369884014295493, 48.855286561911754], [2.369885272473918, 48.85528879712805], [2.369886707020298, 48.8552909865068], [2.369888312570229, 48.85529312282495], [2.369890085089711, 48.855295201564616], [2.369892020577472, 48.85529721550975], [2.3698941122845163, 48.85529915922883], [2.3698971366045307, 48.85530163397894], [2.369900416168823, 48.855303964378216], [2.3699039320505206, 48.855306137736086], [2.369907669378204, 48.85530814408137], [2.369910607351205, 48.85530953196093], [2.369913651489508, 48.85531081877283], [2.3699167937032133, 48.85531199727966], [2.3699200244743404, 48.855313065632586], [2.369923334295982, 48.855314021083494], [2.3699267177493186, 48.8553148609058], [2.3699301625909, 48.85531558323637], [2.3699336593245888, 48.85531618442769], [2.369937198399767, 48.85531666532894], [2.369940773045855, 48.85531702230695], [2.3699443696239415, 48.855317256189295], [2.3699479786051567, 48.855317366026505], [2.3699515932081443, 48.85531734908476], [2.3699551997611663, 48.8553172088895], [2.3699587914611184, 48.855316944505546], [2.369962357405424, 48.85531655587549], [2.3699658880436685, 48.85531604384839], [2.3699693724296815, 48.855315411964035], [2.369971665268037, 48.85531492399743], [2.3699750525611707, 48.8553140937446], [2.3699783703908945, 48.855313147109676], [2.369981607811145, 48.85531208763251], [2.3699933026672895, 48.855308041872675], [2.370084991372513, 48.85527659313845], [2.370189538965495, 48.85524073864579], [2.370230203161458, 48.85522679329436], [2.370232241494986, 48.85522593704819], [2.370235211456234, 48.85522456588052], [2.370238068137127, 48.855223095187995], [2.3702416876165193, 48.855220982776224], [2.370245077331616, 48.855218710869416], [2.370248215379538, 48.855216287446474], [2.3702503986430163, 48.85521437792383], [2.3702524260423146, 48.85521239653211], [2.3702542948192753, 48.85521034595496], [2.3702559966774834, 48.855208236041506], [2.370257530232285, 48.85520606858316], [2.370258889923998, 48.85520385254419], [2.3702600716206774, 48.85520159150031], [2.3702610711360412, 48.85519929352358], [2.370261887052939, 48.85519696310332], [2.370262475918189, 48.85519469983875], [2.37026283416484, 48.85519246054236], [2.370263015355628, 48.85519021132062], [2.370263016677765, 48.855187959353536], [2.370262840791819, 48.855185710051266], [2.3702624862589037, 48.85518346970166], [2.3702133115952755, 48.8550733192338], [2.3701946792686774, 48.855031284440486], [2.370097547194399, 48.85481215894781], [2.370000307896817, 48.85459847473799], [2.369915392578718, 48.8544109292932], [2.3698213199466354, 48.85420406961864], [2.369747556971287, 48.85404220344504]]], [[[2.370349175582596, 48.855472540971505], [2.3703446294246957, 48.85547250176043], [2.3703095199842026, 48.855474627438156], [2.3702959058726965, 48.85547553878498], [2.3701829091689506, 48.855483100298045], [2.3700761861057256, 48.85549075408823], [2.370064149445516, 48.855491617053815], [2.370047425788606, 48.85549281688224], [2.3700453037075584, 48.85549293341818], [2.370041079567489, 48.85549331408883], [2.3700369076130166, 48.85549388749503], [2.370029789253645, 48.85549534743766], [2.3700248959943315, 48.8554967372536], [2.370020205214068, 48.85549840153787], [2.370015814491835, 48.85550038577172], [2.370011051373557, 48.85550307313554], [2.370006658523195, 48.85550602236085], [2.370002675690839, 48.855509214770635], [2.3699997999045768, 48.8555119255609], [2.369997218348163, 48.85551476201054], [2.3699949420871174, 48.85551771068761], [2.3699929849235186, 48.85552075727519], [2.369991353867217, 48.85552388562187], [2.3699900572692636, 48.855527081382], [2.3699891021176756, 48.85553033020283], [2.369988492718395, 48.855533614120006], [2.3699882319820116, 48.855536917859894], [2.369988321445306, 48.85554022704099], [2.3699887586111164, 48.85554352276381], [2.370001780371247, 48.855590815311366], [2.370004870518174, 48.85560193765806], [2.3700167135809735, 48.8556282484485], [2.3700371625293397, 48.855673681562294], [2.3700702702062624, 48.855744139179045], [2.3700716474012373, 48.855746902937454], [2.3700738327233695, 48.855749898485655], [2.3700766273165765, 48.855752664309485], [2.3700804331332814, 48.855755434557274], [2.370084850612977, 48.85575777723606], [2.3700891998094207, 48.85575945493545], [2.370093310189137, 48.85576059446541], [2.3701863914309125, 48.855965227902644], [2.370253485445109, 48.85611211301054], [2.3702951542344284, 48.85620410555319], [2.3703780540816317, 48.85638769525079], [2.3704035780895527, 48.85644652740044], [2.370399720631481, 48.85644937872779], [2.3703968342962547, 48.85645217041142], [2.3703944851343324, 48.85645517267111], [2.3703929273005118, 48.85645788051028], [2.370391805840197, 48.85646068147975], [2.370391134762003, 48.85646354417601], [2.370390919897787, 48.85646643715252], [2.3703911657164487, 48.85646932895552], [2.3703918684990524, 48.85647218898757], [2.3703930191079166, 48.85647498392466], [2.3704489924135066, 48.85659370566514], [2.370766172025061, 48.85628964815443], [2.3707415356329706, 48.856233693266375], [2.3706571350169092, 48.856049583278], [2.3705761591971903, 48.85587185681102], [2.3704873344952535, 48.855673863479126], [2.3704382586789694, 48.85556786238035], [2.3704185224071566, 48.855525233659144], [2.370409446555556, 48.85550563223098], [2.3704085787921834, 48.85550345573409], [2.3704071562933198, 48.85550060540298], [2.3704054357884994, 48.85549782904931], [2.3704034253243833, 48.85549513750765], [2.3704005204086736, 48.85549191424036], [2.370397201728904, 48.85548887046469], [2.370393493533019, 48.85548602969129], [2.3703894228273152, 48.85548341274732], [2.370385023443319, 48.85548103959643], [2.370380326518953, 48.85547892749011], [2.370375368622036, 48.85547709550706], [2.3703712405919304, 48.85547583897799], [2.3703669875724267, 48.8554747751514], [2.3703626340289157, 48.85547390955217], [2.370358200338484, 48.855473247683534], [2.3703537055802713, 48.85547278964601], [2.370349175582596, 48.855472540971505]]], [[[2.3702543886175444, 48.85526111029373], [2.3702486914279635, 48.85526102185236], [2.3702429957658526, 48.85526125808434], [2.3702373534503463, 48.855261816564294], [2.3702318081673797, 48.85526269122676], [2.3702263981079987, 48.85526387957466], [2.3702211669796944, 48.85526537374388], [2.3702161395303203, 48.85526715587772], [2.3702035218600916, 48.85527144052632], [2.3701100156415875, 48.855303185562825], [2.3700070116990135, 48.85533827826806], [2.3699712204225842, 48.85535047388204], [2.369965797843093, 48.85535269640535], [2.369960674337949, 48.85535520739593], [2.3699558800194125, 48.8553579962202], [2.3699514669897384, 48.855361037071326], [2.3699474477315063, 48.85536431202807], [2.3699438660831356, 48.85536780243498], [2.3699407483839408, 48.85537147155738], [2.369938093455919, 48.85537530410018], [2.369936378768848, 48.85537881153205], [2.3699350993435226, 48.85538239050575], [2.369934271522848, 48.85538604200673], [2.369933905509893, 48.85538971122827], [2.369934002667485, 48.85539339817762], [2.3699345647936383, 48.85539706689014], [2.3699355758500102, 48.85540069120032], [2.3699370361846754, 48.85540424233067], [2.3699518971617106, 48.85543467905504], [2.369954011959801, 48.855438095131056], [2.369956575522063, 48.855441367875166], [2.3699595346989155, 48.85544449700746], [2.3699629023209634, 48.85544743582925], [2.3699666389430565, 48.85545017783731], [2.369970701183449, 48.85545270391692], [2.3699750907419608, 48.85545498619706], [2.3699797531932734, 48.855457017196414], [2.3699846602443273, 48.855458769785386], [2.369989785903944, 48.85546025192131], [2.3699950733578596, 48.85546142823036], [2.3700004979558575, 48.85546230847558], [2.370006017581148, 48.85546288164298], [2.3700115915340287, 48.8554631322294], [2.37001718009727, 48.85546307621393], [2.3700622591243783, 48.85546005069442], [2.3701752423631675, 48.85545247303611], [2.370282080683285, 48.85544486023515], [2.3703012676986503, 48.85544349616524], [2.37030700505612, 48.85544285634153], [2.3703126318496297, 48.85544189216953], [2.370318110007563, 48.855440596254134], [2.3703233819871796, 48.85543899347438], [2.370328436864299, 48.8554370855715], [2.370333219800352, 48.855434899237515], [2.3703376734594563, 48.85543244226482], [2.3703418016908016, 48.85542973445945], [2.3703455469412966, 48.855426801599755], [2.370348883089193, 48.85542366243468], [2.370351797554172, 48.85542034297921], [2.3703542614889597, 48.85541686196792], [2.370356249928426, 48.85541325524356], [2.3703577461928385, 48.85540954969882], [2.3703587377887776, 48.85540576415437], [2.3703592269203924, 48.855401941790646], [2.3703592106231492, 48.855398102377755], [2.3703586761101354, 48.85539428901723], [2.3703576382419183, 48.85539051257945], [2.370356108860286, 48.855386808201445], [2.3703132409294434, 48.855291911591664], [2.370311343089279, 48.85528835996203], [2.3703089844290175, 48.855284934514486], [2.3703061879100544, 48.85528165245746], [2.3703029831772007, 48.85527854182684], [2.370299369904553, 48.85527562960138], [2.370295402506626, 48.85527292416156], [2.3702910805486943, 48.855270461479044], [2.3702864734359554, 48.85526825001325], [2.3702815794579624, 48.855266318534305], [2.370276454511322, 48.855264665537725], [2.3702711379001693, 48.855263309217264], [2.370265659508363, 48.855262257824364], [2.3702600573638204, 48.8552615223513], [2.3702543886175444, 48.85526111029373]]]], ""type"": ""MultiPolygon""}";48.85525504894579, 2.3700797013740202
33;BRANCUSI - BIO;MARCHÉ BIOLOGIQUE BRANCUSI;Alimentaire bio;14;place Constantin Brancousi;samedi;0;0;0;0;0;1;0;A;Bensidoun;108.0;;;09:00;14:30;;;"{""coordinates"": [[[2.3207484256573445, 48.836993170672045], [2.3211566900962266, 48.837177962432385], [2.3212596498931264, 48.83707774803568], [2.3208518409998615, 48.8368927415467], [2.3207484256573445, 48.836993170672045]]], ""type"": ""Polygon""}";48.83703536483081, 2.3210040509225554
